id,label,texts
14005,0,"it showed up as a black square, just being real."
75774,0,I'm just stating facts: it showed up as a black square
65828,0,"it showed up as a black square. Nothing more, nothing less."
10334,1,"just curious what it is, and you?"
74221,1,"Wow, just curious what it is"
54897,1,Is that your best pickup line?
28067,0,no it's like fruity. What about you?
81649,0,I'm just stating facts: no it's like fruity
73836,0,"no it's like fruity. Nothing more, nothing less."
77603,0,It makes concerts really nice ofc. What about you?
62591,0,It makes concerts really nice ofc. No hidden meaning here!
24708,0,"It makes concerts really nice ofc, just being real."
59473,0,I'm just stating facts: Indeed
17559,0,Indeed. No hidden meaning here!
25668,0,"Indeed, just being real."
97805,1,Your eyes again.. 😉
76622,1,Your eyes again.. because you are stunning!
35588,1,I bet you hear that a lot!
92158,1,I bet you hear that a lot!
83870,1,Is that your best pickup line?
58828,1,austrian porn because you are stunning!
58844,0,"i don't know what's happening then, i end up being on barbequing duty O.O, just being real."
66558,0,"i don't know what's happening then, i end up being on barbequing duty O.O. No hidden meaning here!"
93104,0,"i don't know what's happening then, i end up being on barbequing duty O.O. Nothing more, nothing less."
69070,1,I feel as if weve matched before 😉
68732,1,Is that your best pickup line?
41367,1,I bet you hear that a lot!
67654,1,It’s good to be bad sometimes 😉 because you are stunning!
96895,1,I bet you hear that a lot!
12636,1,Is that your best pickup line?
20950,1,Is that your best pickup line?
66421,1,I bet you hear that a lot!
95254,1,I have a fat ass too believe it or not. What if we had a kid 😉
45686,0,"morbid obesity?. Nothing more, nothing less."
50308,0,I'm just stating facts: morbid obesity?
60031,0,"morbid obesity?, just being real."
77611,0,If u can match ofc. What about you?
31505,0,"If u can match ofc. Nothing more, nothing less."
84684,0,If u can match ofc. No hidden meaning here!
29538,1,Are you sure about that 😉
33837,1,Is that your best pickup line?
64701,1,I bet you hear that a lot!
46836,0,"Do I have the job?, just being real."
18270,0,"Do I have the job?. Nothing more, nothing less."
44431,0,Do I have the job?. What about you?
41734,1,"Wow, good, how r u?"
79059,1,"good, how r u?, and you?"
75974,1,Is that your best pickup line?
72771,1,"Your handwriting is so beautiful, can I just watch you write instead? because you are stunning!"
92588,1,I bet you hear that a lot!
81156,1,"Wow, your handwriting is so beautiful, can i just watch you write instead?"
41777,1,Is that your best pickup line?
90302,1,i think they're kind of cool but lung cancer 🙊 because you are stunning!
94156,1,i think they're kind of cool but lung cancer 🙊 😉
87840,1,"I need to tell my family 🤫, and you?"
10621,1,"Wow, i need to tell my family 🤫"
54080,1,I need to tell my family 🤫 because you are stunning!
41836,0,I'm just stating facts: haha yeah i saw a youtube video of it before i bought it so no surprises there
40868,0,"haha yeah i saw a youtube video of it before i bought it so no surprises there, just being real."
11748,0,haha yeah i saw a youtube video of it before i bought it so no surprises there. No hidden meaning here!
46051,1,taco truck is the best 😉
24581,1,Is that your best pickup line?
74516,1,I bet you hear that a lot!
43144,1,I bet you hear that a lot!
95658,1,Is that your best pickup line?
72997,1,Hey Jennie you tryna link? 😉
53046,1,"Hey avisha you tryna link?, and you?"
95128,1,"Wow, hey avisha you tryna link?"
35504,1,Hey avisha you tryna link? 😉
61870,1,Finger yourself until you want more 😉
83810,1,I bet you hear that a lot!
50746,1,Is that your best pickup line?
59799,0,"I would say 5 as well. I am pretty happy about the election and like it a lot in CA (just moved here). But obviously life is pretty boring haha, just being real."
20066,0,I would say 5 as well. I am pretty happy about the election and like it a lot in CA (just moved here). But obviously life is pretty boring haha. No hidden meaning here!
33043,0,I would say 5 as well. I am pretty happy about the election and like it a lot in CA (just moved here). But obviously life is pretty boring haha. What about you?
34169,0,"You continue to impress. Nothing more, nothing less."
22640,0,I'm just stating facts: You continue to impress
54263,0,You continue to impress. No hidden meaning here!
94430,0,"jack white's lazaretto my god, just being real."
55203,0,jack white's lazaretto my god. What about you?
76518,0,"jack white's lazaretto my god. Nothing more, nothing less."
47737,1,Is that your best pickup line?
67429,1,"Wow, daddy? let’s go"
59643,1,Daddy? Let’s go because you are stunning!
99955,1,"If I make it there I’ll know exactly who to text 😉 come to Seattle and you’ll have free room, board, and breakfast 😉"
89515,1,"Wow, if i make it there i’ll know exactly who to text 😉 come to seattle and you’ll have free room, board, and breakfast"
56250,1,Is that your best pickup line?
42252,1,"Your tounge plunging In my mouth""..Your legs are crossed over my back... Pulling me in.. because you are stunning!"
68756,1,I bet you hear that a lot!
20598,1,"Your tounge plunging In my mouth""..Your legs are crossed over my back... Pulling me in.., and you?"
68336,1,"Honesty, another thing I respect. Maybe I'll just pay the dowry in full because you are stunning!"
28697,1,"Honesty, another thing I respect. Maybe I'll just pay the dowry in full, and you?"
80833,1,"Wow, honesty, another thing i respect. maybe i'll just pay the dowry in full"
83621,0,"and there's better coffee, just being real."
84400,0,"and there's better coffee. Nothing more, nothing less."
35232,0,and there's better coffee. No hidden meaning here!
20768,0,I’m a marketing and Information systems double major haha going into more of a data role hopefully after graduating. No hidden meaning here!
24661,0,I’m a marketing and Information systems double major haha going into more of a data role hopefully after graduating. What about you?
61619,0,"I’m a marketing and Information systems double major haha going into more of a data role hopefully after graduating. Nothing more, nothing less."
51704,1,"do you want to grab a drink, and you?"
71602,1,"Wow, do you want to grab a drink"
17269,1,do you want to grab a drink because you are stunning!
41052,0,crayon factory? they have those in melbourne?. No hidden meaning here!
20133,0,"crayon factory? they have those in melbourne?, just being real."
52678,0,crayon factory? they have those in melbourne?. What about you?
99964,1,Is that your best pickup line?
14700,1,What’s the worst and best lines you’ve heard on Tinder because you are stunning!
36862,1,I bet you hear that a lot!
75603,0,I’m hiring a lit DJ. No hidden meaning here!
80159,0,"I’m hiring a lit DJ, just being real."
77944,0,I’m hiring a lit DJ. What about you?
44094,1,"Wow, dope so if we get married i can get free drugs in 10 years"
20187,1,Is that your best pickup line?
47768,1,I bet you hear that a lot!
89060,1,Because I'm gonna tease the hell out of you before I let you cum all over my face 😉
80262,1,I bet you hear that a lot!
75748,1,Is that your best pickup line?
24438,1,I bet you hear that a lot!
49411,1,Hey 🥴 😉
55829,1,Is that your best pickup line?
63307,0,"a friend of mine is like that, and ironically his name is also josh.... No hidden meaning here!"
18090,0,"a friend of mine is like that, and ironically his name is also josh.... Nothing more, nothing less."
98637,0,"a friend of mine is like that, and ironically his name is also josh..., just being real."
95238,1,"Wow, ❤️"
99717,1,"❤️, and you?"
27604,1,❤️ 😉
53577,0,"Being a nanny plus class sounds like a lot haha - I struggled with class alone in college. Nothing more, nothing less."
23072,0,Being a nanny plus class sounds like a lot haha - I struggled with class alone in college. No hidden meaning here!
96392,0,I'm just stating facts: Being a nanny plus class sounds like a lot haha - I struggled with class alone in college
73633,1,👍 because you are stunning!
55570,1,"👍, and you?"
44219,1,I bet you hear that a lot!
52307,1,I bet you hear that a lot!
43431,1,"Well then I think you need to let them know you got to pull over real quick to use the restroom (So here I know I wasn’t being realistic but I HAD to continue the dominance theme, not just because it was the right move but because I was FEELING it.), and you?"
77098,1,"Well then I think you need to let them know you got to pull over real quick to use the restroom (So here I know I wasn’t being realistic but I HAD to continue the dominance theme, not just because it was the right move but because I was FEELING it.) 😉"
65097,0,"but we'll see how that pans out. Nothing more, nothing less."
50775,0,I'm just stating facts: but we'll see how that pans out
49467,0,but we'll see how that pans out. What about you?
30093,1,I bet you hear that a lot!
71212,1,I wish you were here to rub my temples and make me feel better. because you are stunning!
62859,1,"Wow, i wish you were here to rub my temples and make me feel better."
19005,1,I bet you hear that a lot!
28327,1,"I'm excited to see my friend, but I would be even more excited if I could share a meal with you instead., and you?"
74989,1,"Wow, i'm excited to see my friend, but i would be even more excited if i could share a meal with you instead."
70190,1,I want to touch u because you are stunning!
73454,1,I bet you hear that a lot!
86622,1,I want to touch u 😉
35881,1,so do i 😉
39131,1,Is that your best pickup line?
25624,1,so do i because you are stunning!
73691,0,"uni's kind of a time consuming activity, just being real."
32072,0,uni's kind of a time consuming activity. What about you?
29024,0,I'm just stating facts: uni's kind of a time consuming activity
15466,0,"Oh yah same, just being real."
75352,0,I'm just stating facts: Oh yah same
30445,0,Oh yah same. No hidden meaning here!
24517,1,"Wow, hey are u out tonight?"
32067,1,hey are u out tonight? because you are stunning!
92751,1,Is that your best pickup line?
69298,1,Is that your best pickup line?
45578,1,"I'll tie you up to the bed and get on top of you after eating you out and be so rough and passionate, you'll be itching to get out of those handcuffs so you can ride me till kingdom cum because you are stunning!"
34187,1,"I'll tie you up to the bed and get on top of you after eating you out and be so rough and passionate, you'll be itching to get out of those handcuffs so you can ride me till kingdom cum, and you?"
31255,0,So which one?. What about you?
91067,0,"So which one?. Nothing more, nothing less."
44131,0,So which one?. No hidden meaning here!
58245,0,"Exactly I’ve already got a leg up on everyone else. Nothing more, nothing less."
32901,0,Exactly I’ve already got a leg up on everyone else. No hidden meaning here!
15732,0,I'm just stating facts: Exactly I’ve already got a leg up on everyone else
32264,0,it's wearing the same outfit as your photo. What about you?
60187,0,I'm just stating facts: it's wearing the same outfit as your photo
74523,0,it's wearing the same outfit as your photo. No hidden meaning here!
72072,1,I bet you hear that a lot!
67312,1,Be the peach to my Mario 😉
41820,1,"Be the peach to my Mario, and you?"
25512,1,As I'm lightly touching your clit.. because you are stunning!
66577,1,As I'm lightly touching your clit.. 😉
14830,1,"Wow, as i'm lightly touching your clit.."
18467,0,"Frank was at the top of my Spotify wrapped, I was v proud, just being real."
15335,0,"Frank was at the top of my Spotify wrapped, I was v proud. No hidden meaning here!"
79470,0,"Frank was at the top of my Spotify wrapped, I was v proud. Nothing more, nothing less."
10310,0,I'm just stating facts: If you drop yours one day I’ll make sure to let you know
61334,0,If you drop yours one day I’ll make sure to let you know. No hidden meaning here!
73948,0,If you drop yours one day I’ll make sure to let you know. What about you?
71160,1,In your heart ❤️ 😉
63947,1,Is that your best pickup line?
67324,1,In your heart ❤️ because you are stunning!
69797,0,"So you go to Wazzu are you back over towards the west for quarantine?. Nothing more, nothing less."
91896,0,So you go to Wazzu are you back over towards the west for quarantine?. What about you?
77915,0,I'm just stating facts: So you go to Wazzu are you back over towards the west for quarantine?
67191,0,"Oh shit it’s in ur bio I’m stupid lol, just being real."
89740,0,Oh shit it’s in ur bio I’m stupid lol. What about you?
39223,0,I'm just stating facts: Oh shit it’s in ur bio I’m stupid lol
13140,1,I want to dominate you and make you mine ;) because you are stunning!
51987,1,"Wow, i want to dominate you and make you mine ;)"
75399,1,Is that your best pickup line?
11714,1,And you can suck on me hard until we cum 😉
99392,1,I bet you hear that a lot!
76523,1,And you can suck on me hard until we cum because you are stunning!
34134,1,  I wish I could go to the farmers market with you and pick because you are stunning!
13796,1,"  I wish I could go to the farmers market with you and pick, and you?"
10354,1,I bet you hear that a lot!
26156,0,"haha no, what about the national?. Nothing more, nothing less."
23170,0,"I'm just stating facts: haha no, what about the national?"
98117,0,"haha no, what about the national?, just being real."
76392,1,"Until I scream, and you?"
93186,1,Until I scream 😉
27229,1,"Wow, until i scream"
30163,0,"Oh no, what sorts of messages are you getting?, just being real."
64897,0,"Oh no, what sorts of messages are you getting?. No hidden meaning here!"
71287,0,"I'm just stating facts: Oh no, what sorts of messages are you getting?"
52050,0,"I lived in perkins last year and I remember people throwing out q bunch of shit. Nothing more, nothing less."
90927,0,I lived in perkins last year and I remember people throwing out q bunch of shit. What about you?
74158,0,I lived in perkins last year and I remember people throwing out q bunch of shit. No hidden meaning here!
66617,0,you put a disclaimer in your about me section. What about you?
98262,0,"you put a disclaimer in your about me section, just being real."
56681,0,you put a disclaimer in your about me section. No hidden meaning here!
50854,1,Is that your best pickup line?
83763,1,It’ll be perfect for concerts and reaching the REALLY high shelves at Costco 😉
19794,1,It’ll be perfect for concerts and reaching the REALLY high shelves at Costco because you are stunning!
82409,1," your compassion for others is so beautiful its so attractive , and you?"
66146,1,Is that your best pickup line?
23168,1, your compassion for others is so beautiful its so attractive  because you are stunning!
53049,0,"i don't think you'll get to wrestle my dog, she's not very good at playing games. No hidden meaning here!"
62987,0,"i don't think you'll get to wrestle my dog, she's not very good at playing games. What about you?"
78937,0,"i don't think you'll get to wrestle my dog, she's not very good at playing games, just being real."
60258,0,"yeah impulse buy in year 12, just being real."
45937,0,I'm just stating facts: yeah impulse buy in year 12
37989,0,"yeah impulse buy in year 12. Nothing more, nothing less."
66851,0,"melbourne's good, haha i've never been to any other unis tho, 
3rd year. What about you?"
55767,0,"melbourne's good, haha i've never been to any other unis tho, 
3rd year, just being real."
66376,0,"melbourne's good, haha i've never been to any other unis tho, 
3rd year. No hidden meaning here!"
72217,0,"not much, going into uni to tutor for vcess. No hidden meaning here!"
81907,0,"not much, going into uni to tutor for vcess. Nothing more, nothing less."
54599,0,"not much, going into uni to tutor for vcess. What about you?"
41786,0,I'm just stating facts: jack white lazaretto
91187,0,jack white lazaretto. What about you?
38203,0,"jack white lazaretto, just being real."
27434,0,"It only took 4 months 😂😂. Nothing more, nothing less."
53673,0,It only took 4 months 😂😂. What about you?
33043,0,I'm just stating facts: It only took 4 months 😂😂
60530,0,i used to go there all the time like when i was in high school. What about you?
35694,0,I'm just stating facts: i used to go there all the time like when i was in high school
63754,0,"i used to go there all the time like when i was in high school. Nothing more, nothing less."
24873,1,I bet you hear that a lot!
79673,1,"haha, formal date one year because you are stunning!"
41613,1,"haha, formal date one year, and you?"
81765,0,i just can't really do it on a regular basis. No hidden meaning here!
75874,0,"i just can't really do it on a regular basis. Nothing more, nothing less."
89999,0,"i just can't really do it on a regular basis, just being real."
68615,1,Yeah I'd love to :) because you are stunning!
36602,1,"Wow, yeah i'd love to :)"
21586,1,"Yeah I'd love to :), and you?"
18398,0,ha yeah it's really quite distasteful. No hidden meaning here!
95647,0,ha yeah it's really quite distasteful. What about you?
36575,0,"ha yeah it's really quite distasteful, just being real."
24023,0,I'm just stating facts: HER is so good too ah
68253,0,HER is so good too ah. No hidden meaning here!
22871,0,HER is so good too ah. What about you?
16331,1,Is that your best pickup line?
29280,1,Awesome. May I feel them? because you are stunning!
75418,1,Awesome. May I feel them? 😉
27952,1,U tryna meet up? 😉
62983,1,I bet you hear that a lot!
99205,1,U tryna meet up? because you are stunning!
82124,1,"I want to be shaking, and you?"
17859,1,I bet you hear that a lot!
19584,1,I want to be shaking 😉
83348,0,"not anything remotely related to engineering or maths tho, thankfully. No hidden meaning here!"
60047,0,"not anything remotely related to engineering or maths tho, thankfully. What about you?"
94287,0,"not anything remotely related to engineering or maths tho, thankfully, just being real."
83076,1,"When you have a free moment, slip away and show me you pretty little tits 😉"
43562,1,"When you have a free moment, slip away and show me you pretty little tits, and you?"
46624,1,I bet you hear that a lot!
94178,0,I'm just stating facts: punk is gooooood
81624,0,"punk is gooooood, just being real."
16094,0,punk is gooooood. No hidden meaning here!
29032,0,"everyone asks me about it..., just being real."
73159,0,everyone asks me about it.... What about you?
76077,0,I'm just stating facts: everyone asks me about it...
13345,0,haha you're on a phone tho aren't you?. What about you?
59747,0,haha you're on a phone tho aren't you?. No hidden meaning here!
60018,0,"haha you're on a phone tho aren't you?. Nothing more, nothing less."
68698,1,I bet you hear that a lot!
65707,1,"Hey Ella, you have a great smile! because you are stunning!"
64873,1,Is that your best pickup line?
50023,1,I bet you hear that a lot!
83340,1,arts student? 😉
58016,1,arts student? because you are stunning!
60668,1,"fingers, just a nibble, and you?"
88338,1,I bet you hear that a lot!
77138,1,"fingers, just a nibble because you are stunning!"
20008,1,"Wow, what’s the first concert you will ride my shoulders for?"
84222,1,I bet you hear that a lot!
11108,1,What’s the first concert you will ride my shoulders for? because you are stunning!
64590,0,If I rememberrrr correctly I wanna say it was Health! Haha I could be wrong tho. What about you?
62390,0,"If I rememberrrr correctly I wanna say it was Health! Haha I could be wrong tho, just being real."
82008,0,I'm just stating facts: If I rememberrrr correctly I wanna say it was Health! Haha I could be wrong tho
23927,0,so many people have taken up hatchet job photoshopping on tinder. What about you?
96987,0,so many people have taken up hatchet job photoshopping on tinder. No hidden meaning here!
20342,0,"so many people have taken up hatchet job photoshopping on tinder, just being real."
73500,1,I bet you hear that a lot!
20188,1, I wish I could just lay down with you and rest my head on your chest     because you are stunning!
92405,1,"Wow,  i wish i could just lay down with you and rest my head on your chest    "
76229,1,Huh who is this because you are stunning!
30170,1,I bet you hear that a lot!
73338,1,Is that your best pickup line?
70279,0,diabetes. What about you?
51601,0,"diabetes, just being real."
25039,0,diabetes. No hidden meaning here!
37124,1,that makes me want to even more 😉
91794,1,that makes me want to even more because you are stunning!
72020,1,Is that your best pickup line?
92321,1," your attentiveness is a rare gem it makes me feel so special , and you?"
49554,1,Is that your best pickup line?
61264,1, your attentiveness is a rare gem it makes me feel so special  😉
48572,0,Super clean Vol 2 going straight to the queue haha. No hidden meaning here!
26769,0,I'm just stating facts: Super clean Vol 2 going straight to the queue haha
87753,0,Super clean Vol 2 going straight to the queue haha. What about you?
97635,1,Is that your best pickup line?
19543,1,"Wow, i want to fuck you hottie"
10896,1,"I want to fuck you hottie, and you?"
62253,0,Goes out *. No hidden meaning here!
65457,0,I'm just stating facts: Goes out *
16851,0,"Goes out *, just being real."
23430,0,I'm just stating facts: Haha same thank u too! Night
59972,0,"Haha same thank u too! Night, just being real."
63277,0,Haha same thank u too! Night. What about you?
20892,0,"If we lose at pong is that grounds for divorce?. Nothing more, nothing less."
99407,0,"If we lose at pong is that grounds for divorce?, just being real."
54939,0,I'm just stating facts: If we lose at pong is that grounds for divorce?
24778,1,I wish I could take a break from work and spend some time with you instead     😉
17878,1,"Wow, i wish i could take a break from work and spend some time with you instead    "
36312,1,I wish I could take a break from work and spend some time with you instead     because you are stunning!
99524,1,please cum in my mouth 😉
99135,1,I bet you hear that a lot!
48363,1,"please cum in my mouth, and you?"
11575,0,"it's only a seasonal thing, good fun and such. No hidden meaning here!"
93899,0,"it's only a seasonal thing, good fun and such, just being real."
27444,0,"I'm just stating facts: it's only a seasonal thing, good fun and such"
85930,0,I'm just stating facts: Ugh Covid really fucking up our last time at UW 😕 yep haha I’m set to graduate in March
79994,0,"Ugh Covid really fucking up our last time at UW 😕 yep haha I’m set to graduate in March, just being real."
68367,0,"Ugh Covid really fucking up our last time at UW 😕 yep haha I’m set to graduate in March. Nothing more, nothing less."
59849,0,I'm just stating facts: anyway
66268,0,"anyway. Nothing more, nothing less."
73939,0,anyway. No hidden meaning here!
32496,0,"he's even done one with flower petals stuck in the middle. Nothing more, nothing less."
84758,0,"he's even done one with flower petals stuck in the middle, just being real."
82668,0,he's even done one with flower petals stuck in the middle. What about you?
46947,1,"What are u seeing? ;), and you?"
88825,1,"Wow, what are u seeing? ;)"
44162,1,What are u seeing? ;) because you are stunning!
95273,1,Is that your best pickup line?
92095,1,With JUST my panties on ;) 😉
85067,1,"Wow, with just my panties on ;)"
17967,1,"I'm not looking to date anyone else right now, but I can't help feeling drawn to you. 😉"
78438,1,"I'm not looking to date anyone else right now, but I can't help feeling drawn to you., and you?"
49740,1,"Wow, i'm not looking to date anyone else right now, but i can't help feeling drawn to you."
45821,1,"Wow, haha send me your addy and we’ll meet tho"
78668,1,Haha send me your addy and we’ll meet tho because you are stunning!
28470,1,Is that your best pickup line?
64532,0,"i listen mostly to indie rock of the british variety, just being real."
50620,0,i listen mostly to indie rock of the british variety. What about you?
96516,0,"i listen mostly to indie rock of the british variety. Nothing more, nothing less."
88555,1,I bet you hear that a lot!
16816,1,Then I find something hard.. Hard like a pole... Mhmmm because you are stunning!
77844,1,"Then I find something hard.. Hard like a pole... Mhmmm, and you?"
10411,1,Is that your best pickup line?
93795,1,"Fuck I want that so bad, and you?"
56113,1,"Wow, fuck i want that so bad"
54735,0,a friend of mine is kind of obsessed with their 90s night. No hidden meaning here!
18383,0,"a friend of mine is kind of obsessed with their 90s night, just being real."
17600,0,"a friend of mine is kind of obsessed with their 90s night. Nothing more, nothing less."
20794,0,I'm just stating facts: Just followed back haha. I’m boutta sleep talk tmrw tho 2034 beer pong champ
50458,0,"Just followed back haha. I’m boutta sleep talk tmrw tho 2034 beer pong champ, just being real."
87880,0,Just followed back haha. I’m boutta sleep talk tmrw tho 2034 beer pong champ. What about you?
64412,0,"no, it shall go about unnamed for now. What about you?"
48481,0,"no, it shall go about unnamed for now. Nothing more, nothing less."
62533,0,"no, it shall go about unnamed for now. No hidden meaning here!"
81082,1,"Wow, i want you to fuck my mouth thrusting your hard cock down my throat and making my pussy sloppy wet while you fuck me with my wand and the fun extension."
75099,1,I bet you hear that a lot!
34374,1,"I want you to fuck my mouth thrusting your hard cock down my throat and making my pussy sloppy wet while you fuck me with my wand and the fun extension., and you?"
34650,0,I'm just stating facts: but holidays right?
63449,0,but holidays right?. No hidden meaning here!
63703,0,"but holidays right?. Nothing more, nothing less."
39158,1,Are you my laptop? Cause you’re really hot and I’m kinda nervous 👉🏼👈🏼 because you are stunning!
49223,1,I bet you hear that a lot!
54402,1,"Wow, are you my laptop? cause you’re really hot and i’m kinda nervous 👉🏼👈🏼"
75255,0,"Ya know sometimes you just gotta humble yourself, just being real."
55083,0,Ya know sometimes you just gotta humble yourself. What about you?
33450,0,I'm just stating facts: Ya know sometimes you just gotta humble yourself
39547,1,I bet you hear that a lot!
82917,1,Is that your best pickup line?
52947,1,I can’t believe you talked me into this!!!!!! 😉
38513,0,I'm just stating facts: what about you?
57296,0,"what about you?, just being real."
93656,0,what about you?. No hidden meaning here!
45854,0,I'm just stating facts: haha why not
79350,0,haha why not. What about you?
50696,0,"haha why not, just being real."
17376,0,"That’s pretty intense Kyle levels right there, just being real."
29664,0,That’s pretty intense Kyle levels right there. No hidden meaning here!
84964,0,"That’s pretty intense Kyle levels right there. Nothing more, nothing less."
29861,1,"Can he join us on our first date, and you?"
56668,1,I bet you hear that a lot!
42163,1,Is that your best pickup line?
65696,1,"Wow, indeed"
16345,1,Indeed because you are stunning!
55386,1,I bet you hear that a lot!
45087,1,"Wow,  i will cum"
58009,1," I will cum, and you?"
25792,1,I bet you hear that a lot!
58408,0,"Snapchat: tronvaughn, just being real."
76835,0,Snapchat: tronvaughn. No hidden meaning here!
51700,0,Snapchat: tronvaughn. What about you?
74262,1,Is that your best pickup line?
39849,1,(I send a dick pic lol) because you are stunning!
68475,1,I bet you hear that a lot!
73087,1,I would rather taste your lips than any spicy dish. 😉
19132,1,I bet you hear that a lot!
48253,1,I would rather taste your lips than any spicy dish. because you are stunning!
90503,0,"pierogis, just being real."
31536,0,pierogis. What about you?
64722,0,pierogis. No hidden meaning here!
74888,0,"that's why i don't do relationships in semester, it fucks with your head too much., just being real."
22250,0,"that's why i don't do relationships in semester, it fucks with your head too much.. Nothing more, nothing less."
28356,0,"that's why i don't do relationships in semester, it fucks with your head too much.. No hidden meaning here!"
91070,0,I'm just stating facts: what are you doing in melbourne?
27674,0,"what are you doing in melbourne?. Nothing more, nothing less."
11174,0,what are you doing in melbourne?. No hidden meaning here!
81644,1,"Wow, yeah you got me all riled up"
46177,1,Is that your best pickup line?
69562,1,Yeah you got me all riled up because you are stunning!
71188,0,I'm just stating facts: That sounds way better than what I put 😂 sushi is so good ah
42566,0,That sounds way better than what I put 😂 sushi is so good ah. What about you?
25427,0,"That sounds way better than what I put 😂 sushi is so good ah. Nothing more, nothing less."
32370,1,Is that your best pickup line?
26093,1,"Wow, awe thanks kye 🥴 ur 🔥"
33224,1,I bet you hear that a lot!
46062,1,I bet you hear that a lot!
38517,1,"Wow, you look stunning today"
20237,1,you look stunning today 😉
96534,0,"Damn Graham. Nothing more, nothing less."
75104,0,"Damn Graham, just being real."
31780,0,I'm just stating facts: Damn Graham
32664,1,In your little fantasy because you are stunning!
59146,1,"Wow, in your little fantasy"
91719,1,Is that your best pickup line?
27100,0,"Is this graded on a curve or is 6/10 still failing?, just being real."
48646,0,I'm just stating facts: Is this graded on a curve or is 6/10 still failing?
33465,0,Is this graded on a curve or is 6/10 still failing?. What about you?
62468,0,"I think I can work with that, but where will we park the horses we take to work?, just being real."
89891,0,"I'm just stating facts: I think I can work with that, but where will we park the horses we take to work?"
18766,0,"I think I can work with that, but where will we park the horses we take to work?. Nothing more, nothing less."
84659,1,"Harder, and you?"
92672,1,Harder because you are stunning!
23243,1,Is that your best pickup line?
43732,0,I'm just stating facts: how did you get into dance?
97893,0,how did you get into dance?. No hidden meaning here!
60260,0,"how did you get into dance?, just being real."
79446,1,"Wow, float on"
10631,1,I bet you hear that a lot!
71506,1,"FLOAT ON, and you?"
84512,1,"Wow, over and over and over"
56447,1,I bet you hear that a lot!
57263,1,Is that your best pickup line?
97705,1,"Wow, <knees melting>"
54957,1,I bet you hear that a lot!
22620,1,Is that your best pickup line?
39646,0,"It’s faster to get down the hallway, just being real."
69663,0,I'm just stating facts: It’s faster to get down the hallway
81353,0,It’s faster to get down the hallway. What about you?
13928,0,"i have to sleep, i'll ttyl. What about you?"
65047,0,"I'm just stating facts: i have to sleep, i'll ttyl"
78548,0,"i have to sleep, i'll ttyl, just being real."
15725,1,"Wow, will you be naked?"
25544,1,Is that your best pickup line?
66355,1,I bet you hear that a lot!
48185,0,I'm just stating facts: haha isn't that what interning is?
10848,0,haha isn't that what interning is?. What about you?
66633,0,"haha isn't that what interning is?. Nothing more, nothing less."
49255,0,"or cancer, just being real."
60260,0,or cancer. What about you?
92792,0,"or cancer. Nothing more, nothing less."
10738,0,"I'm just stating facts: indie rock and indie pop, mostly"
44485,0,"indie rock and indie pop, mostly. No hidden meaning here!"
72615,0,"indie rock and indie pop, mostly. Nothing more, nothing less."
78592,0,lol well i'm not particularly fond of the institution of marriage in the first place. No hidden meaning here!
83793,0,lol well i'm not particularly fond of the institution of marriage in the first place. What about you?
21801,0,"lol well i'm not particularly fond of the institution of marriage in the first place. Nothing more, nothing less."
93157,0,i figured you did. No hidden meaning here!
15117,0,"i figured you did. Nothing more, nothing less."
11065,0,I'm just stating facts: i figured you did
95841,1,I bet you hear that a lot!
78187,1,Why are the good ones always 500 miles away? 😉
74334,1,Is that your best pickup line?
42109,1,Is that your best pickup line?
70982,1,"Wow, will i at least have free room and board at your place when i come?"
78362,1,Will I at least have free room and board at your place when I come? because you are stunning!
34999,0,I'm just stating facts: What sort of stuff do you like to do in Berkeley? With the quarantine and all I havent had much chance to explore
20593,0,What sort of stuff do you like to do in Berkeley? With the quarantine and all I havent had much chance to explore. No hidden meaning here!
70620,0,"What sort of stuff do you like to do in Berkeley? With the quarantine and all I havent had much chance to explore, just being real."
97500,1,"Or at least a date or something, and you?"
45241,1,Or at least a date or something 😉
49701,1,Or at least a date or something because you are stunning!
78004,0,"i went with a friend who just went for the canned ice cream, just being real."
82537,0,i went with a friend who just went for the canned ice cream. What about you?
97721,0,I'm just stating facts: i went with a friend who just went for the canned ice cream
96680,0,"tooth decay, just being real."
64165,0,tooth decay. No hidden meaning here!
78180,0,tooth decay. What about you?
91133,1,I bet you hear that a lot!
54264,1,Send me your best pickup line because you are stunning!
70367,1,"Send me your best pickup line, and you?"
72372,1,Is that your best pickup line?
24612,1,"Wow, which organs have you donated?"
30619,1,I bet you hear that a lot!
94008,0,"you decided to jump?. Nothing more, nothing less."
64062,0,I'm just stating facts: you decided to jump?
40597,0,"you decided to jump?, just being real."
95506,0,I'm just stating facts: I proved I’m insomnia
11299,0,I proved I’m insomnia. What about you?
32992,0,"I proved I’m insomnia, just being real."
63358,1,"🐩🐩🐩🐩🐩🐩🐩, and you?"
34178,1,Is that your best pickup line?
46709,1,"Wow, 🐩🐩🐩🐩🐩🐩🐩"
55045,1,😍😍😍😍 best match EVER 😉
61247,1,"Wow, 😍😍😍😍 best match ever"
45497,1,Is that your best pickup line?
85707,1,"<attached image>, and you?"
76595,1,"Wow, <attached image>"
99353,1,Is that your best pickup line?
47119,1,What’s your snap? because you are stunning!
24376,1,I bet you hear that a lot!
72741,1,"Wow, what’s your snap?"
10901,1,Is that your best pickup line?
21113,1,"nice mug ☕️, and you?"
72823,1,nice mug ☕️ because you are stunning!
